Ensembl ID#,S2-013-1,S2-013-2,S2-013-3,S2-LM7AA-1,S2-LM7AA-2,S2-LM7AA-3,Suit2-1,Suit2-2,Suit2-3,Suit2-OE-1,Suit2-OE-2,Suit2-OE-3
ENSG00000227591.5,3,1,2,0,2,1,0,2,2,0,4,5
ENSG00000227592.1,0,1,1,0,3,0,0,0,0,0,0,2
ENSG00000227593.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227596.5,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227597.1,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000227598.1,20,17,14,10,17,19,8,9,6,12,17,14
ENSG00000227599.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227600.11,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227602.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227604.3,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227606.2,0,0,0,0,0,0,0,0,0,0,0,2
ENSG00000227607.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227609.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227610.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227611.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227613.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227615.1,165,120,106,56,167,81,76,84,68,51,97,137
ENSG00000227616.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227617.9,0,0,0,0,3,0,0,0,0,1,0,0
ENSG00000227619.3,11,21,31,2,4,2,4,2,2,8,37,19
ENSG00000227620.4,0,0,0,1,0,0,0,0,0,0,0,0
ENSG00000227621.1,3,2,2,0,4,0,0,0,0,2,0,1
ENSG00000227623.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227624.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227625.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227626.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227627.3,7,4,8,7,15,9,0,3,3,5,3,3
ENSG00000227629.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227630.4,8,6,12,4,4,7,7,2,1,8,12,8
ENSG00000227632.2,11,6,3,1,0,2,3,2,3,6,4,2
ENSG00000227633.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227634.3,6,1,5,1,1,1,0,0,0,0,0,1
ENSG00000227635.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227638.2,1,2,0,0,1,0,2,0,0,0,0,0
ENSG00000227639.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227640.3,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227642.9,1,4,2,1,1,0,4,3,0,1,2,0
ENSG00000227644.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227645.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227646.7,0,3,1,5,3,2,2,2,3,4,3,1
ENSG00000227647.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227649.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227650.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227652.4,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227653.1,1,0,0,2,1,1,1,0,0,0,2,2
ENSG00000227655.4,0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000227656.3,6,2,0,2,4,1,1,0,1,1,1,2
ENSG00000227657.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227658.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227659.1,0,0,0,0,2,0,1,0,0,0,1,0
ENSG00000227660.1,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000227661.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227663.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227665.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227666.1,8,2,1,2,5,3,3,0,0,2,1,3
ENSG00000227667.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227668.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227669.3,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227671.4,877,729,718,719,1527,767,707,392,388,560,565,783
ENSG00000227672.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227673.1,0,0,0,0,0,1,0,0,0,0,1,0
ENSG00000227674.3,0,0,0,0,0,0,0,0,0,0,2,0
ENSG00000227676.4,1,0,2,1,0,0,1,0,0,2,0,0
ENSG00000227678.8,0,0,3,2,2,1,1,1,0,1,3,0
ENSG00000227679.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227680.1,0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000227681.5,1,0,0,0,1,0,0,0,0,0,0,0
ENSG00000227682.2,1,0,0,0,0,0,0,0,0,1,0,0
ENSG00000227683.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227684.2,0,1,0,0,0,0,0,0,0,1,1,0
ENSG00000227685.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227686.7,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227687.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227688.2,1,0,0,0,0,0,2,0,0,1,0,0
ENSG00000227689.1,0,0,0,0,1,0,1,0,1,0,0,3
ENSG00000227692.1,2,2,4,3,3,1,1,1,3,4,5,1
ENSG00000227693.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227694.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227695.6,7,1,4,1,3,5,1,5,0,5,5,4
ENSG00000227698.1,2,1,2,3,6,3,0,3,2,3,4,1
ENSG00000227700.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227702.1,5,3,3,1,1,0,3,0,2,3,2,0
ENSG00000227703.4,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227704.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227705.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227706.4,0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000227707.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227708.1,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000227709.4,0,1,0,1,0,0,0,0,0,0,0,0
ENSG00000227710.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227711.3,0,0,0,3,0,0,0,0,0,0,0,0
ENSG00000227712.2,0,0,0,0,0,1,0,0,0,0,1,1
ENSG00000227713.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227714.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227715.11,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227716.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227717.4,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227718.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227719.1,2,3,2,2,6,0,3,4,1,7,4,4
ENSG00000227720.6,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227721.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227722.2,0,0,0,2,0,1,0,0,0,0,0,0
ENSG00000227723.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227725.3,2,2,2,2,1,4,3,0,0,3,1,0
ENSG00000227726.1,0,1,0,0,0,0,0,0,0,1,0,3
ENSG00000227728.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227729.5,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227730.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227733.10,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227734.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227735.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227736.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227737.3,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227738.1,0,0,0,1,0,0,0,0,0,0,0,0
ENSG00000227739.10,2,3,1,0,0,0,0,0,1,0,0,2
ENSG00000227740.2,2,2,4,2,6,3,1,2,1,1,2,0
ENSG00000227741.1,18,12,13,7,15,3,7,5,3,9,1,15
ENSG00000227742.2,2,1,2,2,4,1,0,1,0,0,0,3
ENSG00000227743.2,0,0,0,1,0,0,0,0,0,0,0,0
ENSG00000227744.4,0,0,0,1,1,0,4,2,3,5,0,6
ENSG00000227745.1,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000227746.9,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227747.2,0,2,0,0,0,0,0,1,0,0,0,1
ENSG00000227748.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227750.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227751.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227753.3,0,0,0,1,1,0,0,0,0,0,0,0
ENSG00000227754.3,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227755.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227757.3,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227758.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227759.2,2,0,0,0,4,0,1,1,0,0,0,0
ENSG00000227760.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227761.10,0,1,0,0,0,1,0,0,0,0,0,0
ENSG00000227762.4,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227764.2,1,3,1,9,7,7,1,2,3,1,2,3
ENSG00000227765.4,0,0,1,0,0,0,1,0,0,0,1,0
ENSG00000227766.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227769.7,0,0,0,0,1,0,0,0,0,2,0,0
ENSG00000227770.1,1,1,1,0,0,0,0,0,1,0,0,0
ENSG00000227772.8,0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000227773.1,0,0,0,0,0,0,0,0,1,0,2,0
ENSG00000227775.3,8,8,13,2,12,5,6,3,3,3,9,7
ENSG00000227776.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227777.1,0,0,0,0,1,1,0,0,0,0,0,0
ENSG00000227779.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227780.5,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227782.2,3,6,9,3,12,5,5,4,1,5,4,7
ENSG00000227784.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227785.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227788.1,2,4,0,3,4,1,4,2,0,1,2,3
ENSG00000227789.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227790.7,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227791.3,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227794.5,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227795.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227799.1,34,40,37,8,28,22,8,14,10,21,20,25
ENSG00000227800.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227801.8,2,0,2,0,1,0,1,0,0,1,0,2
ENSG00000227802.1,0,0,0,0,4,1,1,2,5,1,0,0
ENSG00000227803.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227804.7,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227805.1,0,0,0,0,0,0,1,0,0,0,0,0
ENSG00000227806.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227809.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227811.3,1,1,1,0,0,1,0,0,0,0,0,3
ENSG00000227813.1,1,3,0,0,0,0,0,0,1,0,0,0
ENSG00000227814.3,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227815.2,0,1,0,1,0,0,0,1,0,0,0,0
ENSG00000227816.4,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227817.4,0,0,0,0,0,0,0,0,0,0,0,1
ENSG00000227818.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227824.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227825.4,13,21,8,6,9,3,19,17,14,6,13,20
ENSG00000227826.9,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227827.3,0,1,0,0,0,0,1,0,0,0,0,0
ENSG00000227830.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227832.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227834.1,0,0,0,0,0,0,0,1,0,0,0,0
ENSG00000227835.8,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227836.1,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227837.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227838.1,0,0,0,0,0,0,0,0,0,0,0,2
ENSG00000227840.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227841.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227842.1,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000227843.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227845.2,0,0,0,1,1,0,0,0,1,2,0,2
ENSG00000227846.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227847.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227848.1,7,6,9,2,4,3,2,2,1,4,3,11
ENSG00000227850.1,2,0,0,1,1,0,0,1,0,0,0,0
ENSG00000227851.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227852.1,0,0,0,0,0,1,0,0,0,0,0,1
ENSG00000227853.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227854.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227855.3,112,97,53,108,163,95,53,19,40,83,99,89
ENSG00000227856.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227857.2,4,2,11,2,2,6,6,3,2,2,5,6
ENSG00000227858.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227859.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227860.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227861.9,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227862.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227863.3,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227864.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227867.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227868.6,0,1,0,0,2,0,0,3,0,0,1,0
ENSG00000227871.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227873.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227874.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227875.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227877.7,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227878.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227879.2,12,11,9,15,8,10,21,10,5,7,14,14
ENSG00000227880.1,0,0,0,1,0,0,0,0,0,0,0,0
ENSG00000227881.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227882.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227883.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227884.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227885.3,10,10,19,8,12,6,10,8,5,21,8,19
ENSG00000227886.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227887.1,1,0,0,0,1,0,0,0,0,0,0,1
ENSG00000227888.4,0,0,0,1,0,0,1,0,0,0,2,0
ENSG00000227890.1,0,0,0,0,1,0,0,0,0,0,0,1
ENSG00000227892.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227893.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227896.2,59,51,84,41,115,75,38,26,16,36,32,62
ENSG00000227899.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227902.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227905.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227906.8,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227907.1,0,0,0,0,0,0,0,0,0,0,0,1
ENSG00000227908.3,8,4,12,6,11,10,11,6,3,5,12,13
ENSG00000227910.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227911.3,0,0,0,1,1,0,0,0,0,0,0,0
ENSG00000227912.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227913.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227914.3,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227915.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227917.3,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227919.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227920.3,0,0,2,0,0,0,0,0,0,0,1,0
ENSG00000227922.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227923.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227924.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227925.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227927.2,0,0,0,0,0,0,0,0,0,1,1,0
ENSG00000227929.4,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227930.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227932.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227933.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227934.1,4,1,5,0,3,2,3,1,2,1,4,2
ENSG00000227935.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227936.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227937.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227938.1,0,0,0,0,0,0,0,0,0,0,0,1
ENSG00000227939.1,2,0,0,0,0,0,0,1,0,1,1,2
ENSG00000227940.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227941.1,0,0,0,0,0,0,0,0,0,0,0,1
ENSG00000227942.1,2,3,1,4,9,3,2,4,4,0,4,7
ENSG00000227945.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227946.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227947.2,0,0,0,0,0,0,0,0,0,1,0,0
ENSG00000227948.4,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227949.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227950.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227952.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227953.7,1,1,5,0,10,2,0,0,0,0,0,3
ENSG00000227954.7,84,99,78,69,117,71,14,6,7,76,102,86
ENSG00000227956.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227958.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227959.1,52,28,24,28,44,39,28,19,20,26,36,37
ENSG00000227960.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227961.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227962.1,5,0,0,0,7,2,1,0,0,1,1,0
ENSG00000227963.1,16,12,6,14,24,13,10,13,9,15,15,19
ENSG00000227964.1,0,0,0,0,1,0,0,0,1,0,0,0
ENSG00000227965.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227966.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227968.1,0,0,0,0,0,1,0,0,0,0,0,1
ENSG00000227969.1,3,0,1,0,4,1,2,0,1,0,0,2
ENSG00000227970.1,0,0,0,0,0,0,0,0,0,0,2,0
ENSG00000227971.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227972.1,8,5,3,0,1,0,1,1,0,0,0,0
ENSG00000227973.1,6,1,9,0,13,0,2,1,2,3,3,7
ENSG00000227974.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227979.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227981.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227982.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227983.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227986.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227987.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227988.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227992.1,155,114,131,44,80,45,31,21,22,40,44,52
ENSG00000227993.9,0,0,0,1,0,0,0,0,0,1,0,0
ENSG00000227994.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227995.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227999.1,0,1,0,1,1,0,2,0,0,0,0,0
ENSG00000228000.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228001.8,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228002.2,12,2,1,7,12,2,5,2,2,1,1,6
ENSG00000228004.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228005.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228007.1,1,1,0,0,1,0,0,0,0,0,0,1
ENSG00000228008.1,4,7,3,3,8,0,5,2,2,6,5,10
ENSG00000228010.6,3,2,1,2,4,3,4,0,1,1,0,1
ENSG00000228013.1,7,4,1,0,1,1,2,0,1,0,5,1
ENSG00000228014.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228015.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228016.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228019.1,2,2,0,3,3,0,0,0,0,1,0,0
ENSG00000228020.2,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000228021.7,1,0,1,1,2,0,1,0,0,0,3,0
ENSG00000228022.6,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228024.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228025.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228027.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228028.2,0,2,1,0,1,0,0,2,0,0,1,0
ENSG00000228029.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228030.2,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228031.4,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228033.6,0,0,0,0,0,0,0,0,1,0,0,0
ENSG00000228034.1,0,0,1,0,3,0,2,0,2,0,1,1
ENSG00000228035.1,0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000228036.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228037.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228038.1,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000228039.3,0,1,2,1,3,1,0,0,0,0,0,1
ENSG00000228040.1,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228041.2,0,0,0,0,2,0,0,0,0,0,0,0
ENSG00000228042.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228043.5,12,9,14,6,13,11,13,13,4,10,22,30
ENSG00000228044.3,28,23,17,13,21,14,27,40,28,28,36,52
ENSG00000228045.1,5,1,4,4,1,3,0,0,0,1,3,1
ENSG00000228046.2,0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000228048.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228049.7,17,4,2,4,21,11,9,9,3,8,8,3
ENSG00000228050.1,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000228051.1,0,0,0,0,0,0,0,0,0,1,2,0
ENSG00000228053.1,2,1,1,0,3,1,0,1,1,0,0,2
ENSG00000228054.2,0,0,0,0,0,0,1,0,0,0,0,0
ENSG00000228055.3,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228056.3,0,2,0,0,0,0,0,0,0,0,0,0
ENSG00000228057.1,36,28,25,28,38,28,17,14,18,14,19,27
ENSG00000228058.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228060.3,47,31,25,24,48,11,15,15,11,23,12,29
ENSG00000228061.7,0,0,0,1,3,1,0,1,0,1,1,2
ENSG00000228063.2,2,1,1,3,2,2,0,0,0,1,3,5
ENSG00000228064.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228065.11,12,3,5,15,23,8,18,7,5,14,27,33
ENSG00000228067.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228069.1,1,0,1,1,1,0,0,0,1,1,1,0
ENSG00000228071.4,3,0,0,1,0,0,0,1,0,0,1,0
ENSG00000228072.1,0,0,0,1,1,3,0,0,0,1,0,1
ENSG00000228073.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228074.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228075.5,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228076.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228078.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228079.2,1,1,0,0,4,0,1,2,0,0,1,1
ENSG00000228080.10,603,586,663,350,519,404,50,32,30,128,184,132
ENSG00000228081.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228082.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228083.3,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228084.1,0,3,2,0,4,0,0,1,1,1,0,0
ENSG00000228085.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228086.1,0,1,0,0,0,0,0,0,0,0,0,1
ENSG00000228089.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228090.6,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228092.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228095.3,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228097.1,0,0,0,0,0,1,1,0,0,0,0,0
ENSG00000228098.1,0,0,0,0,0,2,0,0,0,0,0,0
ENSG00000228099.3,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228100.2,0,0,0,0,0,0,0,0,0,1,0,0
ENSG00000228102.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228104.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228105.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228106.6,72,55,55,34,66,44,60,28,28,36,35,53
ENSG00000228107.1,4,2,6,5,3,0,5,3,1,7,5,5
ENSG00000228108.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228109.1,28,17,32,14,36,27,12,7,4,17,9,27
ENSG00000228110.4,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228111.1,0,0,0,0,0,0,0,0,1,0,0,0
ENSG00000228112.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228113.7,5,0,2,3,4,1,1,1,0,1,0,4
ENSG00000228115.1,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228116.9,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228118.3,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228120.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228121.1,2,4,2,0,5,1,1,0,1,0,2,2
ENSG00000228122.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228123.4,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228124.1,0,0,0,0,0,0,1,0,0,1,0,1
ENSG00000228125.2,0,0,0,0,0,0,0,0,0,0,0,0
